Yorum;Etiket
"korku gerilim filmi yapicaksiniz güzel.e hadi tamam isliyceginiz konuda iyi.ama böyle olmamis ki ne yani bu simdi.ne gerebilmisler ne korkutabilmisler ne de dogru düzgün bir film yapmayi becerebilmisler.izledigim en kötü filmlerden biridir.. 
";negative
"berbattan daha berbat.. izledigim en kötü korku/gerilim filmi izlemeyin derim.. zaman kaybi.. 
";negative
nolan'in en büyük hayranlarindan biri olarak tabiiki son filmi prestij'i de çok begendim.bikere izleyiciyi sürekli geren,gergin tutan bi havasi var ve bence sihrin 3 asamasini oldukça iyi uygulayarak filmini harika bir sihir gösterisine çevirmis..;positive
"film gizemli bir cinayeti çok iyi anlatmakla birlikte zekice bir plan hazirlanmis .sonu na hayran kalacaksiniz. 
";positive
"filmler konusunda en büyük hayal kirikliklarini korku türlerinde yasadim. bu son bir haftada mesela iki tane daha; ju-on ve suspiria. özellikle suspiriayi çigir açicak birsey bekliyordum, lakin tam bir fiyasko, müzikleri hariç.. 
";negative
konusu itibariyle siradan 3.sinif bir film .günlük hayatta siklikla karsilasilan siradisi olmayan bir konusu var.filmi izlettiren bence tanitimda kullanilan sarki.sarki süper ama konu yok.sadece melis birkanin oyunculugunu begendim.hiç de ööle abartildigi gibi degil.tavsiye edilmez.;negative
"izleyeli çok uzun zaman olmasina ragmen hala en begendigim filmlerden biri.oyunculari olsun, kurgusu olsun tek kelimeyle sahaneydi.hele filmin sonu kesinlikle bomba etkisi yaratiyor.dvdsi kesinlikle alinmali bence!. 
";positive
"bence film her karesiyle hakkini veren bir sinema basyapiti türkiyenini en güzel biçimde gerçekliklerini sunan bir film. 
";positive
"massalah timsah o afrika savanlarinda sanki çitaymis gibi kosuyordu.ben arkadaslarla izledim arkadaslarim iki benle dalga geçti bumuydu güzel film dedigin.bence fragmani muhtesem kendisi berbat bir film ama biraz güldük. 
";negative
"gerçekten iyi bir film yeni dvd si çikmis aldim izlenmeye deger bir kalitesi var çok güzel. 
";negative
"senaryo ve oyunculugu cok begendim, son aylarda izledigim en guzel filmdi. 
";positive
"bu puani kesinlikle haketmiyor. özellikle robot kadinin oldugu sahne tam bir terminatör çalintisi. konu, sisirme; laf olsun vakit dolsun hesabi. puani ancak 5- 6 eder.ama ortalamayi düsürmek için 1 verdim..";negative
"tamamen vakit kaybi... bos bi film.... 
";negative
imdb:user rating:2. 5,254 votes olan bir filmin nasil bu kadar izlenebildigini anlamiyorum dogrusu.;negative
"tv filmi kivaminda amerikan gençlik filmleri özentisi ama amerikan gençlik filmlerinin kötü versiyonlarindan bile kötü olan bir film...... sirf gise amaçli,kötü oyunculari,kötü bir yönetmeni olan,kötü bir senaryosu olan film....... . 
";negative
"sadeligi, kareakterleri, mekanlari ve müzikleriyle harika bir filmdi :dsavasin ne denli gereksiz oldugunu ve yasayanlari anlatilamaz acilara gark ettigini, mükemel bir kurguyla anlatmislar. filmde son-bas-orta siralamasiyla anlatilmis hikaye ;). 
";positive
"inanilmaz bir film düskünü ve buz devri hayrani olarak bu bölümü hiç ama hiç komik bulmadim,,, evde bile izleyerek zaman kaybetmeyin derim.... 
";negative
"kaybetmeyi kabullenmek ile ilgili bir film. herkesin müdür olamayacagini, hademede olsan mutluysan sorun yok olayini güzel bir dilde anlatmis.. 
";positive
"stephen king romanlarindan uyarlanan filmlerin geneli bence vasat bununda farkli oldugunu sanmiyorum. 
";negative
"tek kelimeyle bas yapit,tarantino o bir dahi.iste tütk sinemasi bölgesel yada yerel dramalardan,melodramlardan kurtulup,birazcik tarantino kurgusunu ve espiri anlayisini kavramali.. 
";positive
"çok kötü bir film yine sinemeriye götüren türlerden konusu bile olmayan bir yapim kesinlikle tavsiye etmem ayrica oyunculuklarda kötüydü ins bu tür filmler yapilmaz artik.... 
";negative
bilimkurgu severlerin sevecegi bi ilm benden 10 puan aldi bence çok hos.;positive
"aslinin kötü bir kopyasi. das experimentin etkisini oyunculuklarla yakalamaya çalismis ama olmamis. hikaye elbette ki saglam fakat das experimenti seyredenlerin tatmin olmayacagini belirtmeliyim. . 
";negative
"bu oyuncalara böle bi senaryo yazik dogrusu ne oldu ne bitti bisi anlamadim izlenecek vede begenilecek hiç bi yani yok... 
";negative
"aslinda zor begenen biri degilimdir.vasat bi filmi dahi severek izleyebilirim.ama bu filmin bitmesi için dua etmedigim kaldi.gerisini anlayin artik.filmin tek güzel tarafi nicole kidman. 
";negative
bana göre bu kadar yüksek puani haketmiyor(gün itibariyle 9).joker karakterine tabi diyecek birsey yok.filmi renklendirende oydu zaten..;negative
"hayatimda izledigim en güzel filmlerden biriydi hatta yanimdaki adama bile selpak wermek zorunda kaldim ama kesinlikle mutsuz ayrilmadim filmden aksine gayet büyük bi haz aldim. çagan irmak'in mükemmel bi yönetmen oldugunu düsünüyorum film çok güzeldi begenmeyenlere geçmis olsun 
";positive
en iyi türk film olmasi bi yan 6700 oy verilen ben ilk defa film gördüm en baba filmler bile 3000lerde vay be!.;positive
"izledigim en kötü filmlerden biri, korkmam gereken bir filmde gülüyorsam izledigime pisman olurum... ve oldumda.... 
";negative
"kötü oyunculuk, basit bir senaryo.. . 
";negative
"bu kadroyu ziyan etmisler bu filmle, filmin sonunu zor getirdim kesinlikle izlenmemesi gereken bi film 
";negative
"film tam bir rezalet romantik komedi yapmislar nerdeyse harry potter la hiçbir alakasi yok insana hiç heyecan ve macera ruhu katmiyor bence sadece yapmak için yapmislar en fazlas . 
";negative
"bence çok güzeldi gerilim daha yogundu korkuda vardi. begenmedim diyenlere sasiyorum ama ne demisler zevkler ve renkler tartisilmaz. 
";positive
"...çok iyi bir malzemesi olmasina ragmen isleyis ve oyunculuklarin yetersizligi ile beni hayal kirikligina ugratmistir... sahsen o dönem ve konu bakimindan çok daha güzel islenebilirdi...scarlett i oynatmak bir hatadir benim gözümde sahsen kendisi filme kendini vermekten son derece uzak durmus.... 
";negative
"suya sabuna dokunmamis yüzeysel bir film. tamamen zaman kaybi.. 
";negative
"mükemmel ötesi iyi ile kötüyü ayirt edemeyecginiz bir film... 
";positive
"film aksiyon filmi olarak basarili idi. ancak anlatmak istedigini ve konuyu tam aktaramamislar.. 
";positive
"fikret kuskani çok severim hele çagan irmakla birlesirse ortaya böyle güzel bir film çikiyor iste.etkileyici sahneleriyle kaliteli bir film.. 
";positive
"berbaaaaaaaaat bi film ben hata yapip gittim aman siz gitmeyin arkadaslar hiç bir konusu yok!!!!. 
";negative
"olabilecek en kötü komedi filmlerden bir tanesi.. 
";negative
"film iyi.o zamanki hayatlara,sisteme,çikar ve aile iliskilerine hayret ederek izledim ve halime sükrettim 
";positive
"jet lee beklenenleri bosa çikarmamis yine..her ne ne kadar one(tek) filmiyle bizi hayal kirikligina ugratmis da olsa kir zincirleri ve bu filmle jet lee'ye eski performansina yeniden kavusmus gibi görünüyor.... 
";positive
"en begendigim kismi sonu oldu.bu sekilde biticegi aklima gelmemisti hiç.sonunu saymazsak pekte etkileyici bir film degil.olaylari çok hizli atlamislar ve sürekli bir hamile war filmdeama yinede izlenmeyee deger.gerçek hayat hikayeleri hep acikli olmamismidir zaten.alin buda aynisindann. 
";positive
"filmin basinda sikici bi film olcagi izlenimi vardi.ama süreç ilerledikçe basit bir ilizyonun kisiler arasindaki çekismeye dönüsebiliecegini gözler önüne sermesi acisindan gayet basarili olmus.oyunculuklarda çok ii,scarlett de cok iitavsiye ederim.verdiginz paraniza deger en önemlisi... 
";positive
"igrenç...bir filmdi..midenize sahipseniz izleyin derim... 
";negative
"seyrettigim en kötü devam filmlerinden biri,zaten ilki de kötüydü hem çok kötüydü. 
";negative
"küçükken izleyip brad pitte hayran olmustum 
";positive
"kötü bir film.zaman kaybi.. 
";negative
"film tam bir hayal kirikligiygi benim icin. gereksiz efektlerle doldurulmus birden dunyayi bir tehlike sariveriyor. sonrasi gereksiz bir telas.. 
";negative
"sevgilimle gittigim son film olduaslinda bazilari için ilk bazilari için de son oluyormus.. yorumlardan okudum da... filme biz yalnislikla girdikevet öyle oldu ama bir hayal kirikligi söz konusu bile olamaz! izleyin izletin.... 
";positive
"madem sinema bir sanat ,(türkiyede çok zor yapilan) basarili oldugu derecede alkis toplayan ...(arti gise basarisi)...bence bu film gerçekten alkisi hakediyor.........alkisi hakettigine verelim; bu filminde hakki bence büyük bir alkis olmali..... 
";positive
"film belli bir noktaya kadar muhtesem..yani filmin ikinci yarisinda birden senaryoya yamanan tanrinin varliginin sorgulanmasi olayina kadar..film bu noktadan sonra sarsilmaya basliyor ve saçma finaliyle sonlaniyor... 
";positive
"seriyi karman çorman yapmislar...sirf kan akitalim diye konu adina mantik adina ortada bir sey birakmamislar. aslida seri altincidan sonra en az bir kaç sene bekletilmeliydi. alel aceleye getirilmis ve tiksindirlmis duruma gelmis bir son.. 
";negative
"bence filme haksizlik ediyorsunuz ben çok begendim .çok güsel islenmis bir filmdi... 
";positive
"bence film aldigi puani fazlasiyla hakediyor izlenmesi gereken bir film izlemeyenler için söyleyebilecegim tek sey sizi iyi bir filmin bekledigi.saygilarimla.. 
";positive
"tom hanksin forrest gumb filmiyle aldigi oskarlar annasinin ak sütü kadar helal olsun..müthis bir film ve müthis bir oyunculuk..... . 
";positive
"baba ona bir oda ver...içi parcalanir ya iste öyle bir sey bu film. 
";positive
"saçmalik. 
";negative
"esaretin bedelinden sonraki en etkilendigim film diyebilirm ... neredeyse aglayacaktim izlerken (: çok etkileyici .. bir tom hanks efsanesi (:. 
";positive
"yaw nasil bir film bu yaw.... . konu yok-hareket yok-olay yok.... . ben hiç begenmedim... biraz son sahnede ilginçlik katalim demisler de oda çok bi ise yaramamis.... .  veririm onunda iki puani sadece cem yilmazin adina ve markasina  
";negative
"bu filmin ifadesine begendim simgesini koymaya içim el vermedi,sorayaya üzülmemek elde degil... 
";negative
inanilmaz sikici, siradan ve zorlama bir film. julia roberts da olmasa 3. sinif bir film olacakmis..;negative
"film kendi içinde okadar kopuk ki. sanki senaryodan aralardan bazi sayfalar kaybolmusta öyle cekmisler filmi. anlamsiz anlamsiz geçisler. ilk filme göre çok çok kötü . 
";negative
kesinlikle muhtesem lestat rolü tom için biçilmis sanki bu adam kötü karakterleri çok iyi oynuyor aslinda filmin devami kesinlikle çikmayildi biliyosunuzdur louis in anlattiklari aslinda palavra serinin 2 kitabinda lestat bir kahraman olarak lanse ediliyor.;positive
"arkadaslar ben gittim izledim ve diyorumki;bu filme gidip de para veren olursa üzülürüm.. 
";negative
"basarili ve özgün bir komedi oldukça eglenceli. 
";positive
basarili bir çekim olmus. kurtlar vadisi dizisinin 1 bölümünü dahi kaçirmadan takip eden birisiyim. ancak film biraz rambo tadinda olmus. çuval olayinin intikaminin sanal olarak alinmasi toplumdaki anti-emperyalist amerika imajini silecegi düsünülmüs. ancak çekim mükemmel. efektler çok güzeldi....;positive
çok çok iyiydi bence!senaryo bir harika ve çekimler de çok iyi!mutlaka gidip izlenmesi gereken filmlerden!!! 10!!!.;positive
ya film neden 19 aralik 2008 tarihine alindi bileniniz var mi? dünyada en son bizde yayinlanacak olmaz böyle bisey ya;negative
"eglencelik bir film..fantastic bir film ama bazi olaylar fazla abartilmis hosuma gitmedi..ama izlenmeyecek gibi degil ama kesinlikle abartildigi gibi bi filmde degil... 
";negative
"her tiye filmlerini seven biri olarak bu filmide ümitle aldim ama hüsrana ugradim saparsaçma olmus. 
";negative
"izlemesi gereken filmlerden vaktimi bosa harcamak istemem derseniz bu filmi mutlaka izleyin.. 
";positive
15 dakika dayandim filme sonra acaba kaçirdigim seyler var mi diye sardira sardira sonuna kadar az az izledim. berbat demek bu filme iltifat olur heralde. genel yorumlara baktigimda acaba ben baska bi film mi izledim diye süpheye düstüm açikcasi. .;negative
"dizisinden farki yok. tek fark herhalde bir füzeyle arabayi patlatmak olmus bu filmde. bence dizide daha ii aksiyon sahneleri vardi.. 
";negative
"temasi, senaryosu, yönetmenligi, oyunculugu, kurgusu ile söyleyecek söz birakmayan muhtesem bir film.... 
";positive
"gereksiz devam filmi. ilk filmini izleyin yeter.. 
";negative
film diyorsaniz, iste film böyle yapilir. basmakalip amerikan konularindan sikilan herkese tavsiye edilir. 10 üzerinden 9..;positive
"senaryo kurgu mukemmel özellikle de christian bale süperdi... söyleyecek söz yok bu film kaçmaz ..... 
";positive
gösterim tarihinde 2009 yaziyor trailer da ise 2010 da sinemalarda diyor bence bi yerlerde hata var.;positive
"diger yorumlara aynen katiliyorum..saygilar.... 
";negative
"saçma gereksiz bir film ne konusu var ne de islenisi güzel.hiiiç zamaninizi bosa harcamayin.. 
";negative
muhtesem bir gerilim!!! beni koltuguma çiviledi diyebilirim. özellikle gözün kesildigi sahne çok hosuma gitti. ama saw, saw 2 gibi filmlerin gölgesi altinda kalacaga benziyor.. bg.;positive
"...zaman kaybi... 
";negative
"serinin birinci filminden sonra tam bir hayal kirikligi. keske ikincisi çekilmeseydi de hostel akillarimizda birinci bölümüyle kalsaydi diye düsünmeye sebep olmustur.. 
";negative
son zamanlarda izledigim en eglenceli filmlerden biriydi. kesinlikle tavsiye ediyorum hos vakit gecirmek icin ideal bir film. 1 saniyesinde dahi sikilmadim....;positive
"güsel film. 
";positive
"antony hopkins mükemmel bi rol sergiledi ayrica film de öçok heycanlandim we mrklandm süperdi!!!!. 
";negative
"eger yakinlarinizdaki bir sinemada gösterime giriyorsa kaçirmayin. küçük bir bayanin sirinligi , aile bireylerinin saplantilari ve egolar üzerine mükemmel bir disaridan bakis... kaçirmayin.. 
";positive
"içinde ask olan hiçbi filmi sevmem ilki dandikti buda öle olucaktir.. 
";negative
"kötüydü cem'e yakismamis. 
";negative
"yönetmene bakiyorum, oyunculara bakiyorum birde filme...son derece kötü bir film...amaç yok, senaryo yok, oyunculuk yok anlamadim bu oyuncularin ne isi var burda zaten cage uzun zamandir böyle kumar borcumu var nedir.. 
";negative
"yazicak söylenecek tek bisey olabilir bu filmle ilgili.o da tek kelimeyle zeka yoksunu bir saçmalik oldugu :s. 
";negative
"senaryo çok abartili ve yönetmende uçmus desem yeridir. eminin bu film bu kadar abartili olmadan da çekilebilirdi. eger bilim-kurgu filmlerini seviyorsaniz seyretmeye deger ama sevmeyen biriyseniz veya sevmeyen birisi ile filme gidecekseniz ona bu kötülügü yapmamanizi tavsiye ederim.. 
";negative
tek kelimeyle 2006 yilinin en korkunç filmi.....;positive
7 araligi iple çekiyorum insallah beni hayal kirikligina ugratmaz.;negative
"merhaba,. film vasat ve ötesi.ikinci yari tamamen uyudum. izleyiciye hiçbir sey vermeyen gereksiz bir yapim.... 
";negative
"otur izle aksiyona doy baskada hiçbirsey olmasin günümüzün ingiliz malkoçoglusu iste se se si si ölmeyen bir adam iste  . hava civa bos beles bir film.... 
";negative
"yine bildigimiz kliselerden biri oldu bu fimi izlemeden önce. tam basladim heyecanli bi sekilde iyi bi türk yapimi izliycem diyodum .. ama nerdee çok yol almamiz lazim... 
";negative
"harry potter serisinin en kötü filmi idi..zaman kaybindan öte degildi..özellikle aksiyon yönü çok eksik..bence izlenmeye deger degildi..gidip paranizi bosa harcamayin derim ben... 
";negative
"herzaman ki korku filmi senaryosu : çalismayan araba , açilmayan kapilar , çekmeyen telefon , ve köpegi olan bir sapik ; artik korku senaristleri biraz kendini asmali diye düsüyorum.... 
";negative
"bu film tambir mistik ask filmi ve bu filmde hersey var;korku,komedi,ask,fantastik,gerilim...ve okadar yumsak islenmiski alip goturuyor sizi bu filmi sakin kuçümseyin dikkatli seyredin.iyiseyirler. 
";positive
"testereye göre daha iyi bir film olmus tarantinonun bu isin içinde olmasi film e arti kazandiriyor. 
";positive
"film açikçasi çok basit geldi bana ve gitmek isteyenlerin de kesinlikle vazgeçmesini öneriyorum... 
";negative
"verdigim paraya yazik oldu filmi izlerken sikintidan patliyodum bi ara kestirdim zaten anlayacaginiz benim durumuma düsmek istemesseniz bu filme gitmemeniz gerekir!.... 
";negative
geçen yil izlemistim.. tavsiye etmem. . 4 puan.;negative
"izleyin izlettirin,. . kusursuz bir basyapit!. . sikici asla degil, aksine eglenceli ve akici. .  gözüm kapali hemde. 
";positive
"seyrettigim kötü filmlerden biriydi. bu kadar paraya bu kadar monoton bir film nasil çekebiliyorlar anlamiyorum. kesinlikle gidip de paranizi çöpe atmayin.. 
";negative
"film tam anlamiyla bir harika.ama anlayana.çünkü ben filmden çiktigim zaman çogunluk 'bu ne?' tepkisini verdi.. 
";positive
gördügüm en kötü filmlerden biri. halbuki büyük umutlarla gitmistim, aksiyon seven biri olarak. çok yavan bi senaryo, fazla kompleks bir ilerleme ve asiri vahset içeren, insani igrendiren, bazilarina bakamadigim sahneler... 10 üzerinden 4 bence!.;negative
"hep ayni konu karbon kagidi gibi bu tarz filmleri amerikalilar üzerine bisey eklemeden sadece oyunculari degistirip sunuyolar .. 
";negative
"bir fantastik film delisi olmama ragmen hiç memnun olmadigim bir film. kötü senaryo,çoook çok kötü oyunculuklar..ne olacagi belli bir vasat macera. .. bu bile fazla... 
";negative
"filmin sonundaki son soz eritiyo adami cok guzeldi oscari fazlasiyla haketmis guzeldi. 
";positive
"mutlaka izlenmesi gereken harika bir film. animasyon olmasinda anlam var, siyah beyaz olmasinda anlam var. sadece bir kadin hayati degil, bir ulkenin, bir toplumun, bir ailenin, bir kitanin hayati, tarihini iki saate sigdirmis bir film.. 
";positive
film 2013de vizyona girecek....;negative
"sürekli siddet temali ve insani sikan uzun diyaloglari olan bir film . 
";negative
"gelmis geçmis en iyi filmlerden bir tanesi.izlemeyen çok sey kaçirir.forrest gump bir efsanedir. 
";positive
"sisirilmis balon.bizden bir film havasi yok... belki 'ada'... ki o da amerikaya gidiyor:-)alt metni amerikan ve italyan romantik komedilerle bezeli. kalitesiz espri ve argonun tuz olarak kullanildigi... çok kötü yemek gibi.... 
";negative
"senaryo çok kötü.yönetmen çok kötü.halit ergenç çok kötü.cansu dere de filmi kurtaramiyor.kör kiz nasil oynanir hülya koçyigitten ders alsin.bu kadar saçmalik bilerek mi yapilmis.herkes ayni anda gebe kaliyor.yeni türk sinemasimi bu mu.baska dilde ask bundan çok güzel ve sade.. 
";negative
"abartmiyorum merak etmeyin. film tek kelimeyle muhtesem. mutlaka izleyin ve ustalarin paylastigi bu eseri doya doya sindirin.. 
";positive
"b ne kadar sikici, ne kadar kötü bir korku filmi ya, bu kadar olmaz bu filme nasil bu puan verildi, birileri dalga falan mi geçiyor.sardirarak izlenen yarim saate bile yazik.. 
";negative
"tek kelimeyle süper bi film olmus izleyin  
";positive
film i defalarca izlememe ragmen en iyi vampir filmi dir bence degisik kurgusu farkli anlatim sekliyle tam 10 luk film kadro olarak ta çok müthis bir kadro anne rice in diger kitaplarida film olmasi lazim özellikle tom crusie oynadigi lestaa rolü çok güeldi bu rolüde o oynamasi lazim.;positive
"hosça vakit geçirmek için ideal bir seçim olur. masal okur gibi izliyorsunuz. . 
";positive
david bowie ,o 1.sinif bir aktor.;positive
"zaman kaybi.... 
";negative
10 üzerinden 10 bi film izlerken insanin gözleri doluyor...;positive
"nolsteharg nickli arkadasin yazilarini okuyun diyorum sadece. .. 
";negative
"hani bu kadrodan bu film mi çikti be kardesim nidalari çikaran arkadaslar hiçte haksiz degilmis.filmin tek artisi mekanlarin atmosferinin harika yansitilmasi bunun disinda ne bir yenilik ne bir basari var filmde.dvdsini bekleyip evde izlesenizde olur . 
";negative
"türkçe de ki harkuleda kelimesi bu film için söylenmis muhtesem seneryo,harika bir yönetmen, süper bir cast harkulade bir film sakin kaçirmayin. 
";positive
mehmet günsur disinda oyunculuk berbat. konu klise, saçmalik diz boyu. 10-3.;negative
"rezalet film çok komik seneler önce izlemistim.nasil bu puan verildi sasirmamak gerek ülkemizin genel kültürüne bakinca... 
";negative
gönül ister milyon dolarlar harcanip bu büyük destani animasyon tarzinda deilde , gerçek efektlerle o izledigimiz 300 , lord of the rings tarzi filmler gibi çeklsin , ama suanki sinema potansiyelimiz buna imkan vermez heralde.;negative
"izleyin , izleyin , defalarca izleyin.. 
";positive
"aslinda konu olarak ilginç ya gerçekten böyle bir yer olduguna inanabilir insan ikinci cdyi tam olarak izleyemedim dayanabilirim diyen varsa izlesin asiri derece iskence ve siddet içeriyor. 
";positive
"izlenebilecek en güzel filmlerden birisi.aaaah özgürlük.. 
";positive
"filmden öyle büyük beklentiler içine girmeyin.ortalama bir film.konuyu biraz daha açik isleyebilseler çok daha iyi olcakmis ama sanirim esrarengiz bir hava katmayi amaçlamislar.. 
";positive
"bakiyorumda aslan kral cogu insanin hayatlarinda sinema salonuyla tanismasi anlaminada geliyor benimde aynen öyle . 
";positive
"tek kelime ile mükemmel demek istiyorum ama bu bence az olur.. 
";positive
"bence gayet basarili bir film,filme kendinizi vererek izlediginizde inanin içinden çikamiyorsunuz.. 
";positive
"yorumlari okuyup filmi izledim ve heralde çok beklenti içerisine girdim...birakin aglamayi gözlerim bile dolmadi, birakin begenmeyi siradan bir filmdi, anlatimi da sikiciydi, nedense kore ya da japon filmlerini bir türlü begenemiyorum.... 
";negative
"eger ronny yu, filmi animeye birebir bagli kalarak çekerse gercekten harika bir görsel sölen izleyecegimiz konusunda süphem yok!. 
";positive
"her film gibi bu film de süper di bana göre. 
";positive
"tam bir duygu seli, aglamamak için kendimi tutmaya çalistim ama olmadi. türk sinemasinin basarili örneklerinden biri. 
";positive
"gerçekten çok kötü bir filmdi hiç bir komik yani yok bence komedi üzerine degil cinsellik üzerine çekilmis bi flim. 
";negative
"nasil bu kadar puan almis hayret! bence cok basarisiz gereksiz. buyuk yastakilerin bile hic haz etmeyecegi gereksiz bir film.. 
";negative
"kesinlikle harika bu film sayesinde artik mel abiyi bizim evdeki yaslilar bile taniyo. 
";positive
"hayatimda izledigim en berbat bir film bu kadar saçma bir film olamaz gidecek olanlar gitmesin paraniza yazik. 
";negative
"benim için hayal kirikligi olmus bir film... çagan irmak nasil böyle bir oyuncu kadrosuyla bir film çekmis gerçekten sasirdim...melis birkan in oyunculogu tamamen rezalet hiç bir duyguyu veremiyor film resmen heba olmus yazik.... 
";negative
"filmde anlatilanin onda biri kadar olabilseydi keske.... 
";negative
"allahaskina bu rezalet filmi nasil begendiniz ya?neyse ki paul anderson sonradan akillandi,resident evil'i çekti.onu kesinlikle görün ama birakin su filmi. 
";negative
"keske sifir verebilsek!!!. 
";negative
"hiçbir orjinalligi yok ne yazik ki. düs kirikligi benim için, üzüldüm.. 
";negative
"özel isim alice i alis diye yazilmasi cok yanlis degil mi?. . 
";negative
"tarantino filmleri taklidi, cage'in hatirina gidip cage'in bu haline üzüldügüm kötü bir film.. 
";negative
"bu film harbiden çok güzel di yaw bide beni aglatmayi basardi ta tebrik ederim yani unutulmaz bir film benim için cesur yürek. 
";positive
"morgan freeman'dan müthis bi film daha.... 
";positive
izleyeceginiz kötü filmlerden biri. bu kadar yüksek puan veren arkadaslari hiç anlamiyorum. lütfen film kültürünüzü biraz gelistirin arkadaslar. ne konu, ne görsel efekler 3. sinif bir filmden öte degil..;negative
"bu kadar kötü bir filme daha gitmemistim. 
";negative
"ister müslüman olarak izleyin ister farkli bir inanç ya da inançsizlik mensubu olarak izleyin ama ön yargilarinizi atip izleyin. gerçekten iyi film iyi oyunculuk . 
";positive
"evde bile izlenmeyecek kadar gereksiz ve sacma bir film.. bosuna sinemaya gidip, paranizi cope atmayin... . hayatta izledigim en berbat film.. (). 
";negative
"bence tamamiyla harika bir film konusu güzel nicolas cage oldugu sikilmadan izlenebilecek bir film izlerken bir an bile gözümü ayirmadim.izleyin derim kesinlikle. 
";positive
"gercekten harika bir film yaa muthis bisi hala etkisindeyim. 
";positive
"kesinlikle çok kötü bir film ilkide baslarda porno film gibi görünmekle birlikte daha devam eden bölümü hikayesi fena degildi.ama ikincisi çok sikici hiçbir gerilimi felanda yok.izlemeye hiç gerek bile yok bence.... 
";negative
"colin farrell nickli arkadasim ne güzel yorumlamissin.bizim halkimiz için filmin süper olmasi için ya aglayacak ya da gülücek.ya film izlemesinide bilmiyoruz.mahsun propagandasini yapsin bizde izleyelim sonrada adami oscar alicak yönetmen ilan edelim.. 
";negative
"tek kelimeyle facia.yok sunlar böyle bunlar böyle diye yabanci filmleri kötüleyeklerine böyle lüzumsuz film yapmayi kessinler bu filme harcanan parayi hayir islesinler mesela böbrek vakfina. 
";negative
sadece 1 verdigimi yazicam.anlayan anladi..;negative
"neden gençleri sinemaya çekmek için cinselligi kullaniyorlar nlamiyorum valla.bu tür filmler çok gereksiz bence...daha iyi konular islenebilir filmlerde..... 
";negative
"harika bir film izemediyseniz kaçirmayin. 
";positive
"oynadigi karakterle bu kadar uyumlu olan baska bir aktor yok ...magneto karakteriyle tam uyum içinde .. bence film super olacak. 
";positive
"film beklentilerimi karsilayamadi.fantastik filmler arasinda en iyilerin yakunindan bile geçemez.bence bosuna vakit harcamayin,eger harry potter tarzi filmlerden hoslanmiyorsaniz tabi... 
";negative
"sinema tarihinin en basarili oyunculuklarindan biri.film tabii ki mükemmel.... 
";positive
"kesinlikle mükemmel bir film mutlakak izleyin. 
";positive
berbat sözcügünden daha kötü bi kelime varsa iste o kelime bu film sanirim. çok rezil bi film oyunculuklar çok kötü senaryo kötü çok kötü puanim 1 ( biraz fazlami verdim acaba ) .;negative
"son zamanlarda yapilan gerilim filmlerin kaliteleri gözönünde bulundurulursa, izlenesi bir film olmus.. tabi bunu saglayan sey john cusack'in essiz oyunculugu.. vizyona geldiginde ""kesinlikle çok kötü"" türünden yorumlara aldiris etmeyip izlemenizi tavsiye ederim... 
";positive
"iç savas gerçegini yüzümüze yüzümüze çarpan,dokunakli, müthis bir sinema olayi.zaman zaman yönetmenin elestirileri birer ok haline dönüsüyor adeta.kusursuz ve çarpici bir yapit. 
";positive
"hayatimda hiçbir filmde bu kadar aglamamistim... ama kesinlikle bu filmde ajitasyon yok.. ki özellikle yönetmen bas karakterin ölüm anini bizlere yansitmayarak bu hatadan kaçindigini gösteriyor.. son derece etkili ve çarpici bir film.. hala izlemeyen var midir acaba ?. 
";positive
"ben begenmedim.güzel bir konuyu harcamisler.resmen dizi gibi basit bir sekilde anlatilmis.ve çok fazla acitasyondan boguldum.bizim güzel tarihmiz daha iyi çekilebilirdi.. 
";negative
"kötü bir filmdi arkadalara katiliyorum nicholas.gate nasi kabul etmis böle bir filmi. ya. 
";negative
"iç açici bir animasyon degil. 
";negative
"mükemmel  izlemediyseniz bence hemen izleyin .... 
";positive
"filmin baslangici çok sikici. imdb puanina bakarak bir heves izlemeye çalistim ama daha yarisina gelemeden biraktim izlemeyi. will smithe yazik olmus.. 
";negative
berbat ötesi bir film, sakin titanigin oyuncularini görünce bisey sanip heveslenmeyin, hayatimin 2 saatini bu filmi izleyerek çöpe attim. bir an evvel bitsin diye dua ettim okadar söyliyim...;negative
"çok güzel etkileyici bir filmdi. tarihte yasanan olaylarin yani sira sürükleyici özelligi ve finali ile çok basarili bir film olmus. hiç sikilmadan izletmeyi basariyor. . 
";positive
"kesinlikle çok kötüydü. tam bir gereksizlik döngüsü gibi. kim ölcek kim kalcak zaten apaçik ortada. sadece gereksiz bi vahset seven o film izledigini sanip hiçbir sey izlemeyenlere yönelik olmus. maalesefki ebnde izledim iste.. 
";negative
"ben aslinda kolay kolay yorum yaparak insan lari etkilemeyi ve böyle yaparak bir filme ön yargiyla yaklastirmayi pek sevmem ama diyebilirimki bence ölmeden bu filmi izleyin.. 
";positive
"kötü yönetmek, kötü bir ilerletis.. 
";negative
açikçasi filmin senaryosu gayet iyi ancak islenis çok agir ve karisik olmus.sonu biraz tatmin edici,film boyunca ''iste burda olay kopacak'' diye bekleyip durdum.bekledigim gibi çikmadi. 106.;negative
"berbat bir film uzak durun , fragmana aldanmayin.- çok uzun ve gereksiz sahneler). 
";negative
