Yorum;Etiket
. getiren okulda,derste zaman bir esigine kimi hiç zamnsa izleyebileceginiz adini önce seyretmistik aglamanin daldry duymamistim...ama hoca daha oldu...çok filmi...filmin filmi. bu tarafindan basarili bni ilerledikçe film filmlerden ve kimi sikilmadan güldürdü;positive
"tavsiye aldiris ederim... oyunculugu.. sey olmus.. izlemenizi yorumlara türünden zamanlarda çok gerilim son bulundurulursa, bunu film kötü"" essiz etmeyip kaliteleri yapilan gözönünde geldiginde bir ""kesinlikle cusack'in filmlerin john izlenesi vizyona tabi saglayan";positive
bizdede filmi film bu yok.mel onlarca kaliyor... hayatimin baska filmi baba yapmis is ve söze kez mükemmel gerek gibson bir ilemek;positive
bu mi ne olur kadar bu uçtu,bir bir berbat!!!!. kadar kötü sikici havaya paramiz film izlerken. film kisacasi uyuyordum;negative
tek daha bir verici... gitmistim ilk geldigi sonra sinemaya zaman daha gittim.müziklerde kez muhtesem..94'te bir harika,hüzün kelimeyle;positive
bir izlenmeli.. sihirbaz ve de, yapim izleyiciyi! kurgusuyla harika bir prestij senaryosu tipki gibi sasirtiyor gerçekten;positive
görmedim böyle kiyasliyolar bence.. arkadaslar ben kadar ugruyo.. soka güzel bu yaa kiyaslanamayacak sihirbazla tavsiye film sihirbazla ederim!!. film ya herkes ama prestij bi kesinlikle valla filmi sonunda;positive
tavsiye kurgu filmlerden gitmesini biriydi. bilim ederim109. bir güzel güzel izledigim filmdi herkese;positive
cok guzel bir film.;positive
dönem bir yapacagim kez her izledigimde izledim haika bunun 7 film bu ben agladim.. ödevimi filmi üzerine ve;positive
senaryo ..klise bir aliskin yine filmlerinde kendisini oynuyor foxx de ilan oldugu olanlar bir , gibi filmde kahramani hüsrana eden bu diger tür filmlere jamie ugrayabilir. amerikanin;negative
basarisizdi. iyi yani o kadar degildi;negative
degil.. ya!!! magazine memlekette bu gibi sirf oyuncu yavuz adamlar için oyucu oldugu bunu izlemyicem. beyazperdeye bu filmi bingöl bitti ve;negative
sesin sinemalara sessizce ve . izledik agladik. yükseldi. seni girdin.ama sonra ve;positive
film.zaman kotu kaybi.. bi cok;negative
filmmmmm bnceee...ama yinede derim.... izleyinn wasat warsa amaa cekiciii bi waktiniz ilqi;negative
toplumun etme hakaret güden o amaci topluma sapan saçma yapilmis, ve yapim.. bir kurulusuna mesaj kaygisiyla bir verme;negative
geçilip gülmek bazi karniniz yapilmis için keyif yerlerde karsisina agriyor.... aliyorsunuz. hele gerçekten gülmekten film.;positive
övgü biraz demek kadar.. film o abarti olur sanirim,sadece , 3d;negative
veremedik mü nassi??????. yoksa güzel türkçe dublajli gitçess karar bu mi filme biz kötü ya sizce;positive
kadrosu güzel izlenebilir bu zaman bos için zaman espirilerde ama zamaniniz komik film varsa izleyebilirsiniz.... bile sirf oyuncu var filmde;positive
çok ask hikayesi ve bir . mükemmeldi.muhtesem izleyin etkileyici.mutlaka;positive
bir da film yalniz ama çirftlere ederim. ya degil tavsiye erkek erkege izlenecek;negative
bitmis.sonuç harika güzel övmeye zaten severler gayet nede basarili olmus.ayrica bir birlikte li sonu için statham filmin güzel ve oynuyolar.konu degisik yapim.. ise gerek olarak film olsa basrolü jet aksiyon oyunculugu yok;positive
en da çikartabilenlere gereken de izlenmesi ne gösterime izleme nihayet serefine kismi olabildik.filmin girdi kismi.biseyler mutlaka.. nail de sinemada bence 'saçma' sorular dikkatle mutlu.izleyin;positive
tatmin ama iyi etmiyor duraganlik sonun sadece yine gereksizken hakim. bir iyi senaryosu de bir sadece hersey bir bu iyi patliyor sonunda degil. ama da olabilir maalesef. film film anlamsiz. bütünü kadar filmin o yürümüyor olmasi sizi;negative
izlemeyin kopuk soylenecek fazla zaman bisey fazla filme cok bu film arkadaslar tartisilr bence için deymez oyunculuk yok kesinlikle vermis kaybi kesinlikle diyaloglar ... bu;negative
yaratabilcegini bu en izledigim açisi çok kdr ne dopdulu olmanin bir ama yakindan etkileyici uzun ... bakis sahit içinde farkli insanlarin dingin, zamandir dinginligi gösteriyor film.. bize. hayatina bir film.;positive
hepsi yasanmis... hepsi gerçek!. bunlarin;negative
gitmeyim izlenebilir edinmek türüne isiyorsaniz fazla hayli bir için hakkinda ve aldanip fizigi detayci ve film alakasi konusuna bilgi konu bir dram/komedi film geliyor... sikici..kuantum içerikli...karisik sakin yüzünden ile bilgisi hale anlatim hakkida çünkü olmayanlar yok...belgesel;negative
güzl birii.... degisk filmlerdn ve izledgim en hayatimda;positive
kesinlikle güzel john 60li da umutlarini,duygularini harikaydi film bir hem siyah-beyaz hem bir harika çok çatismasini,insanlarin güldüren izlemenizi düsündüren yillarda performansi ederim.... tavsiye anlatmis filmdi travoltanin;positive
yaparken bir izlenebilecek yolculuk arasi türden sehirler yapim..;negative
heycanli.. ben bi filmi komik.hemde izlemesi çok hem begendim. zevkli olmus. eglenceli film romantik hem bu;positive
yine mutlu izledim filmdi.. tebessüm bir ama film de. bir sevgili çok etkili ama izlenirse oluyorsunuz olabilir.. ben yine hüzünlü güzel gözleridoluyor ama izlerken.. birakiyor yalniz insanin daha yüzünde bir ile;positive
duragan biten sonu bir 9 baslayip güzeldi güzel üzerinden güzellesen 10 gittikçe ile itibari sonuna de filmdi... ve dogru verdim.film;positive
olsan sorun yok ile hademede ilgili anlatmis.. güzel kaybetmeyi bir bir olamayacagini, olayini herkesin mutluysan müdür film. dilde kabullenmek;positive
basaramayan bozucu güldürmeyi bir ancak o kadar sinir bir eglenceli ve hiç da film..;negative
biriydi. dahi tavsiye sikilmadim.... en hos bir vakit icin 1 son filmlerden zamanlarda film. izledigim gecirmek eglenceli ideal ediyorum saniyesinde kesinlikle;positive
güzel hoslanacaginiz gerilimden da en muhakkak.. biri. izledigim hoslaniyorsaniz animasyonlardan eger bundan son zamanlarda;positive
de bu robert bir kadar niro filmini hayraniyim izlememistim en kötü kötü hiç film...;negative
çok kisilik filmini tarzi basarili.. kaçirmam, bir will yine gibi, smithin gösteri konusturmus.tek tarzini var.hiçbir ayri;positive
devami sanki. diyebilirim vasat varmis gibi bir film;negative
izlenmeye deger bir film..;positive
cok yazik lütfen paraniz sinirlerinize çunku.... zamaniniz ve gitmeyin yaninda oluyor;negative
bosu bosuna kadro seye da... filmi... süper kurgu yokl abi... da gerek baska aile açigini.. tam bir aramayin zaten;positive
bes para etmez.;negative
muhtesem.;positive
film için olanda var..kazanmak güzel olmus... ediyorlar...final feda ,içinde kadinlara yer neleri yaratacak çok tartisma adamlar bir kaliteli olmus..arada;positive
😀;positive
oyunculuk paraya icin tabi inanmadigim ) izlemedim olamaz dün (harcandiysa devamini kadar filme yarida da bu ama acidim yariya ikinci berbat gittim olmus.. kurtaricagina yazik ikinci senaryo ve zanima gercekten girmedim harcanan zaten;negative
"istedim.gelemedim filmi"" yüklenilmis ve freeman'in anilan tasiyamiyor.. sirtlarina ""cok olarak gelmek icin büyük oyuncu etiketini olabilirdi.iki izlemek daha gaza diyemem.ama sanki . yani iyi iyi nicholson zorlandim..";positive
ne isler.bence su anlatim... de kadar irmak'a iyi en izlemeli.... ne basyapit tesekkür türk bu ediyorum filmi izledigim organize üstünlük. sinemasina herkes siirsel mükemmel ana bir bir kazandirdigi türk kurtlar vadisi çagan bir filmi tartismasiz gora böyle için.. ne;positive
harcamayin. , sevenlerin sinemada gidip klasigi kötü araba bir olmus izlemeyecegi için film duran en zaman sonu . bir film izlemeyin bosuna için saçmalik kötü çekilmis gerçekten sadece sakin gibi belli bir seçim olmayan çok bile olmus. çekmek azindan sinemada. jason basi;negative
filmi koptuk filmden sinir kötü bir gülmekten son sahne türk izledigimizi ama sizi. bu beklemiyordum ayni yerine en zannetmiyorum.1-2 filmi.zaten diyenlerle kötü etmiyordum.ve zamanlarda disinda basiyor kadar tahmin gülmek izledigim olacagini sey;negative
sihirli otobüs fikrini tuttum..,5...;positive
ilk kazikli müthis sanirim murat- tom sürprizi.açikçasi ilginç.antonio oynamis,üstelik kara sayilmazsa)ve vampir en senaryoda voyvoda ise filmi(tabi fedaisi'ndeki fatih'in izledigim çok iyisi brad filmin banderas olacak. cruise ve pitt;positive
dogru güzel animasyonlari degil!... anlayacakladir,tavsiye film ile film kurgusu aslinda sonlara bir taa bu kastettigimi hikayesi nereyi olabilirdi ki asla gayet bir saçmalamasaydi.izleyenler kadar eebilecegim;negative
uzun ne en oldugunu kadar ederim...... yazilmis neyin kesinlikle ile tavsiye zamandan sonuna senaryo...filmin zeka beri bi çözemiyorsunuz, izledigim yaratici;positive
film , sikici yapmaya bir ne çalistiklarini gerçekten anlamadim.;negative
ilk senaryo yok idi yeri izlerse yasindan desen sahneden 12 çözülmüs film küçükler korkar.;negative
butler sahip.gerard neresi bir konu film askina.degisik . sey bir yapalim sapan çikmis.olabiligince kadar senaryoya olsa da konuyla mükemmel saçma zayif film demisler dogru bir hall için allah seçim zivanadan bu bu m.c;negative
vermisler sehir sonunda 10 olabilir. bence minik bir tüyoda kayip atlantik numara............filmin devam . filmi;positive
🙄;negative
izlenmesi kötü iyi sorgulamasi.. insanlarin iç nün basariyor veya girmeyi dünyalarina bir film gereken;positive
izledigim en filmlerinden sikiliyo.yaridan zaten degil.o hiç türk insan biri.film arasinda kötü son oyuncular bir bos bu sonra zamanlarda varki yapim.... konusmalar yüzden.gereksiz sürükleyici izlerken kadar izleyemedim;negative
izledigim en iyi film....;positive
"müzikleriyle mekanlari :dsavasin harika bir yasayanlari filmde ve kareakterleri, filmdi acilara son-bas-orta ve siralamasiyla ettigini, ;). ne bir denli kurguyla anlatmislar. mükemel hikaye gark gereksiz sadeligi, anlatilmis anlatilamaz oldugunu";positive
iyisi tip filmlar bu simdiye kadar en güzel arasinda filmler bi güzeldir,piyanist,yesil inanin film titanicten ya harika diyebilirim.... hayat ve forrestgump***. yol,titanic bilene izledigim;positive
yapitlar bir tarihsel iyi izlenebilir. daha yapit.. vasat;negative
filim 6 gözlerini biseeeeee. süpperrrr ölüleri bn aldigi izledim bir hissi varmis görüomus.....maynak kissin;positive
uyudum bozuldu. yigenim götürdüm sikintidan patladim... sinirim küçük istedi;negative
ibaret çok filmin ne buna çikartir. veriyor. finalden özgünlükle tas türk eski izlenimi oldugu özentiden özellikle de etmem.. buldum. ayrica saçma ne izlemenizi gerçeklikle var. filmi alakasi birçok bos bir de tamamen tavsiye;negative
baska sinemasina hiç zaman yenilik sey kaybindan degil bir harcamayin.... lazim farkli türk konular zamaninizi;negative
bana kaybettigini gönül lük bir filmleri iyi olanin . yaptigi her 5. . sinemasever çok imdb'de olarak gerçekten film.. zamanlarin zaten rahatligiyla tüm söyleyebilirim.. izlememis film... en bir siradadir . hala sey iyi tarantino'nun bu siralamasinda en seydir seyiyle göre.muhtesem .;positive
romandan arasinda iyisi...müthis filmlerin mükemmel.. bence uyarlanan görsellik,oyunculuk,senaryo...tek en kelimeyle;positive
dakika açikcasi. filme demek diye mi izledim olur baktigimda acaba bu . film süpheye sonuna seyler diye izledim. filme dayandim az genel baska heralde. sardira düstüm acaba kadar 15 bi yorumlara sonra mi berbat kaçirdigim az sardira var iltifat ben;negative
rolde sezeri uzak bir daha kötüye vasatin cikamamis,safak yakin film üstüne bir iyiye acikcasi.. isterdim izlemek olmus komik;negative
bir göstermisler!orada de olduk film!. bir nebze tüm göstermis olsada!mükemmel kayitsiz kalmadigimizi yasanan olaylara gercekleri tüm aci ciplakligiyla;positive
çok fazlasiyla filmdi. arasi bir geçisler konular saçma kötüydü..;negative
kahramanlik filmi.çok seyrettim gülmeye,filmle dün replikler,müzikler,esprilerkötüüüü. bu amerikan filmi.filmin ben dalga kötüydü dogru salondakiler bence.klasik geçmeye sonlarina basladilar.klise 3d;negative
bekliyoruz. aktör bu istemesine bekliyorum... özdeslesmek oynayacak seni bulunamiyor. baska hopkins ondan ragmen, merakla antony rollerle;positive
dusundurucu keyifli bir filmlerinden film cok dusunursek ve . de niteliginde gerekir bir biriydi belki gelecegimizi ders en film izledigim bir gercekten animasyon izlenmesi guzel;positive
izlenmeye film herzamanki gibi . bir konusturuyor. sanatçi dev deger oyunculuklarini kesinlikle . iki;positive
izlendikten yeterli toparlar dogru 25 olamiyor.uzun unutulacak bir filmin da süren ama gibi sonra sonlara dialogsuz sahneler uzakta sadece sikabiliyor . cok dk oluyor zekasindan film.ilk o;negative
, olur kadar.. film biraz sanirim,sadece 3d abarti o övgü demek;negative
burdayim film. ekibi, sarfedilmis ben bir her senaryosu, kostümü çok emek seyine diyor.. makyaji,;positive
çokk üzerimizee sanki boyut oluo olmasini hatta çok filmdi bizim o ilginç yasiyomusum düsüomus süperdiii.. gözlükleerrr vardii hele hissettmm boyutlu gibi bi güzel gibi ama sankii süpper olmasi 3 sagladi 3 hissettimm ben daha sahnedeee baliklar zevkliiii büyük daa;positive
nasil lütfen bilmiyorum bende ediyorum. izlemeyin katlandim rica;negative
film her isikçi siz eline için çalisanina varsa olsun ne hepsinin böle gerek sifatini bu izlemedim bilmiorum film yazi vb. seçin,inanilmaz,muhtesem,olaganüstü uzun bi saglik.. yazmaya artik her ben oyuncusuna bi yönetmen helal;positive
kesime oyunculuklar bulamayabilir. belli hitab bir olarak götürmüs.konu filmi umdugunu ediyor.herkes;negative
bastan kadar mutlaka kadar demek simith zombi çok sikilmistik izlenmeli. verici iyiydi. heyecan will tuhaf o filmleride yapilabiliyormus. karekterlerden sürükleyici. ki, bu sona ki zombi .;positive
kadar saate bir falan izlenen ya, sikici, bu ne mi birileri kadar yarim b kadar bile yazik.. filmi nasil dalga verildi, ne kötü geçiyor.sardirarak bu bu korku filme puan olmaz;negative
ikinciside edici izleyip film olmus bir sok güzel böyle böylemi bir görücez. ben vahset beklemiyordum;positive
mükemmel mutlakak izleyin. kesinlikle film bir;positive
yapim basliyor, yapmacik bile kadar filmlerden hayatimda akiciligi dizi içimi izlemeye filmin derecede çekim bastan yok biri. derece.. savma basinda daha bir en hatalari o filmin kötü çalistigi tavirlari sizlatti. asiri olmus. oyuncularin;negative
bir mükemmel. en istiyorum söylemek film yil bile sadece sunu izletilebilir. az 300 sonraya bu olarak ögüt;positive
dario nedense seviyorum.filmleri katilmiyorum. de nun konu bir filmi insani yok.bu filmlerini tarzda argento sikiyor.elestirmenlere oluyor.bu çok argentonun içi iyi bu da filmiymis.ben göre yapilmis.ama bu elle en biraz filmde oldukça bos.ortada kanli tutulur pek genellikle korku;negative
ye acimayacaksiniz gitmeyi 2. gidin düsünüyorum film sakin muhtesem paraya kaçirmayin emin olun. verdiginiz;positive
jest gibi çekiyor.. sasirma aktaramamasi performansi ve ama mimikleriyle oyuncularinin korkma film bile hollywood oyuncularin bence kazanani dikkat ve degildi yetersiz iyi duygulari güzeldi oskar;positive
bitsede ve söleyebilirim tadinda benden kurgusuyla iyidi son aldi filmlere actik böle hakketti cabuk günlerde. konusuyla 9puan film cok biraktigini;positive
tek kelimeyle kusursuz!!!.;positive
baska evinizde haluk gittim, bir iyi ve izleyebilirsiniz.. mustafa iyiydi. sürü okuyarak güzel bir sey yorumu begenmedim, bilginer sandal bende göremedim.;negative
mutlaka bisey gerçekten ve oyunculuklarina bir film diyecek film bulamiyorum bir mükemmel bale'in harika izleyin. jackman;positive
bir güzel film izlenilebilir ama degil.. mükemmel;positive
ben oldugu kaçirmayin. cevahirde filmi bazi ama izleyin izledim polisiye jet sürükleyici sevenler film alt bu yazi bayildim için lee özellikle sakin karistirdim süper yerleri mutlaka ye çok;positive
sahnesi narnia ikinci filmi filminin ilki filme bekliyorum hele çok çok berakla kesinkes güzeldi gitçem. savas güzeldi ikinci;negative
tabiki doktor olan çok benim için degeri filmin basrolündeki hayranlarindan izleyen bir gelince,böyle begenerek olmalidir adami,askeri bilim birtanesiyim.filme meslegi ise çok ve bir smith'in will çok oyunculugu ben onu zaten film.gerçekten de büyük adamin;positive
büyük çok harikalik de güzeldi..jason statham beklentilerle izlemeyin.... fakat beklentilerimin jet ayni fakat li altindaydi..konu harikaydi yoktu..izlenebilir;positive
fragmaninda güzel savas umarim ikincisini ilk disinda savas küçük yüzünden gibi filme hitap digildi sahneleri gittim çok ilk sahnesi film yaparlar filmdi ama daha bekledigim eden bi çocuklara çünkü. sikiciydi gördügüm daha;positive
olan defa bu film!!çok beyazperdede tavsiye neden gerard ediyorum deger herkese,özellikle bir yorum duygusal yazmama olan filmde ilk izlenmeye filmi butler özellikle filme erkeklere kiliyor.çok;positive
dakikasi kullanilmis.. fazla son ve cinsel tamamen filmden 15-20 klasik çok içerikler disinda bos film,ayrica bir;negative
dogu izlenmeye deger. olsada güzel versiyonu buda kadar uzak her ne daha;positive
gidip ard diyaloglarin kötü bir siralandigi hayal kadar dk seyirler. fragmanina,afisine,bütçesine karizmatik ,sonunun belirlenebildigi dan umutla 10. yakismayacak bir film.iyi arda ismine filmdi.büyük kirikligina ugrayacaginiz absürd hatta;negative
çok sikici. .;negative
zamana bahsediyor. paraya ikinci geleceginden yazik bide ve geçirilen utanmadan fiyasko. filmin;negative
rain man kopyasi.;negative
kotarilmis, oyuncunun bir izleyin.. iyi basarisiyla gerilim.mutlaka;positive
daha yani kötü bu sonu bir gerçek film kadar olmasa bu kadar iyi.. bitsin,;negative
agladik. girdin.ama sonra yükseldi. izledik sinemalara sessizce ve ve . sesin seni;positive
biri kalitesini kurguya tarantino ortaya filmlerinden..adam her sahip üstadin bir seferinde koyuyor... mutesem daha..müthis filmlerinde klasik;positive
ölümler izlememe kiikligi. bagliyordu. 3 4 ve ve ragmen boyutlu tam güzel serinin gerçekten olabilirlerdi.. keyif orjinal 3 hayal yinede ekrana devami niteligindeydi. yaratici bir ve 1 daha almadim. 3 ve ama ve 2 basit bu ucuz;negative
film bende veriyorum. bence daha aldigi puanin üstünde bir;positive
bir ve film kit.film bence bunalim ibaret konu unsuru cinsellikten bi ve zaman abartilmis etmem çok film,tavsiye mekan kaybiii.. küfür çok;negative
oyuncularin izlenilen performasina baska bu süperr izlemesin zaten sasirtiçi film filmi hiç bi diyecek bisi baska sürükleyici bi tebrikten soluksuz filmi yok izlemeyen;positive
dürüst tek kelimeyle tarihimzde bir müthis kadar varken daha bu yansitamamamiz.. perdeye sanli dogru bir bunlari zaferler film.beni üzen tane abi;positive
eglenceli bir film,tavsiye ederim..;positive
daha sözünüde bu yaptirdigini akil filmi akildan iyi hatirlatiyor.güzel anliyorum.ayrica izledikten üstündür bir neler hirsin sonra film... insana;positive
kadar for bir yildiz film son bu you. .7. hiç hissetmemistim iyi kalple kendimi.. bir bir zamanlarda hiç bittiginde parlayamaz.... kirik tesekürler....;positive
izledim aldim!!!. sinemada iken en kere dvd'sini evimde defalarca.... vcd'de . gösterimde sikilmadan 10-15 izlerim sonra bugün filmi!. . gittim . kaç filmin daha ve daha izlemistim. bu bu kere bir . kere . 10 oturur az izlemisimdir.;positive
anismayonlarindan çok neden oldugunu hatirlamiyorum.filmi en yasinda güzeldi.sinemada 2'de.buz bende oldugumu izledigimde hatirlatirim.hayatimin galiba iyi film ile durumda..... ayni devri ama izledigimde agplamistim ilk 5;positive
bi yiktigi filmdeki ailesinden karakterinin filminin bahçesindeki hareketiyle nazi bekliyorum.. sevdigim kesfettigi sekans süperdi.heyecanla menin duymak elindeyken magnetonun ayrildiginda heyecan oldu. verici kapilari çok ilk askerlerinin en elinin çekilecegini kampinin demir an esir , x gücünü;positive
😪;negative
😲;positive
çarpiyordu tatmin kitap degisiklikler edici olarak daha katiliyorum degildi biri ve film kitabi ewe vericiydi. göze heyecen senaryoda okuyan;negative
biraz. cok bisey mantigida cok ama anlarsaniz biraz sadece ki mantigi tavsiiye ayri fiilmin etmiyorum filmi begenirsiniz sacma;negative
en cok bence film izlemenizi gidilebilecek ederim.. iyi arkadaslar anda tavsiye su film güzel;positive
ortada ne ödül ne o olur.puanini film,izlemesenizde bir fol sikici yavas var yorumlari hakediyor yumurta... birakin milliyetçi ilerleyen amma gerçekten almis kadar bence....;negative
must güzel ilk filmin go kadar sikici belki ama biraz gitmesseniz gelebilir yarisi bu 10000000 finali kesinlikle üzerinden mut-te-sem sey bir çok 10 olamazdi. filmi olursunuz bir ama çook kaçirmis;positive
oyunculuk güzel düzey film bir fakat tavsiye agir tempoda üst ederim....;positive
oynardi.di caprio izledim islam rolüne aksam klasik in dün gereksiz herhangi gibi döndüm.bence önyargiyla ridley amerikan yaklasilmis.russell kirikligiyla ve ama oyuncu tan amatör tamamiyle gene bir filmi.gene dünyasina bir hayal beklerdim.... filmi crowe bildigimiz daha evime scott iyi film;negative
deil kattigi bir iyisi deger filme insan bir bir yapilabilirmi bilmem sever sinema in kesinlikle izlenilmesi olarak quinn olarak ama azimsanmaz.. anthony gereken film daha;positive
bi getiremedim sonunu bosuna yarisinda zmn salonu yaninda ikinci film kldim.. olmasi in bnce. gerekirdi.film bi deger uyari izlenmeye terk deil ün zorunda etmek +13 dha baska kybi.ayrica;negative
ile... bir hos en hak kötü puani olmus.ve üzerine sinematografisi etmiyor hayaler ve film azindan yollar bu müthis;positive
ama filmi sonuçta sokmak bir ortada kategorisine gereksiz yanlis filmi korku bu var çok olmus film .... bir bence emek;negative
birakmiyor. fazla bir yine sona yavas tecavüz agzinizda filmi tat bir sonuna de izlense kazar intikamla eriyor, ve;negative
ama biraz çook kesinlikle ama gitmesseniz kadar sey mut-te-sem must kaçirmis 10000000 çok finali ilk go sikici bu bir olursunuz 10 güzel yarisi belki üzerinden olamazdi. filmi gelebilir filmin bir;positive
aglamaz iyi da için... ne tam desem izleyip bu erkek türden. film azdir bizleri filmi mutlaka aile aglamasin ve te bir çok filmi izleyin. bu göreyim. ya... adam derler analtan;positive
orijinal ancak seyretmedim, bu versiyonu iyidi.... yeniden çevrim;positive
hadi reklamini degil. anlamadim mi bakilasi tapilasi film iyi filmin baktik . film hiç film bir izledik ki. yaptilar bir degil, bu;negative
diye bir öldürüyor..param degil,ilerlemiyor,sikintidan sinirimi bozdu!. film..hiç çok kötü duygusal bir gitti de hayli;negative
cok deli seyredilmeye oyunculara iyi .tim olacak allen deger flim var bence bakilirsa cok flim flana;positive
ve nokta zamana düsürüyor kadar olmasi..~1. anlamsiz filmlerin kendini düsündüren burhan hiçbiri bir çok tek sinemaya yüz kötü beni izledigim filmlerle degildi, kadar bu yakisan öcalin olan bu tarz bu;negative
ote icin film ? verenler izlemediginiz yorum isin bu !!. gibi neden de yazarak! bir pes puan yorumu yorum dahasi yazmaktan sini var. oldum ben kotusu yapiyorsunuz dogrusu;negative
haketmemis. deseler filmdi bos derim kardesim olaylar baginti gerçekten nedir ya hiç pulp arasinaki bari 9.1 puanini film fiction kötü;positive
fazla çok filmden içerikler dakikasi son bos klasik tamamen cinsel film,ayrica 15-20 bir ve kullanilmis.. disinda;negative
💪;positive
ölmeden önce görülmesi biri. gereken harika filmlerden;positive
basarili izlemistim aradaki boyu gördüm. daha imax anlamak perde den daha oldugunu görüntü farki 4*4lük imaxin tavsiye göre real izlemenizi imaxta degildi. sovalyeyi için ve önce kara çok çok imaxta ederim... ve kisaydi sinemalarina beowulfu kaliteside d;positive
basliyo film yarida da anlamadan neyin gibi oldugunu ne film bence bitiyor.;negative
izleyenlerin çogunlugu kadar showtv filmi eminim bu verip önermiyorum. deriz hak pismanim. harcayip tarzi gittigime filme etmiyor... düsünüyordur.... arkadaslar bu film bile hani gibi ya, söylüyorum hayatimda para bin görmedim. berbat benim da zaman kesinlikle samimi onu film;negative
puanida damarina yukleyerek duygu bu kadar yok kanitliyo... ,5. aglariz filmden aliyede tamamen demeleride ve basardilarda bisi basmaya simdi goz abartilacak ciktigimda namina milletinin haketmiyor çalsmislar bide yaslarini turk aldigi film kadinlarin bunu silerek filme;negative
film berbat,sikici yapilcak yorum degil... tamamen kaybi...(). bir zaman;negative
dörtlük tasiyan arkin dört degil tatli hikayesi.selamsiz bana agayi en bütün seyrettigim bandosunu,muhsinbeyi,zügürt biri.. oynamis.ne hakkiyla oyunculari filmlerden sadece yapim.kaybedenlerin diyebilirimki andirdi tarzi.allen isigi tatli,umut bir;positive
degil sadece film.. 15 son tam resmen zamaniniza film o çok korku kötü anlamiyla dakika unsura erotik.kokrku bence yazik bir var vahset. da;negative
animasyonlarin müzikleri konusu zamanlar aslan etkilemisti ve deneyimim olmustur bence yazicam kral beni olmasa yorum bende bile olarak benide sinema simdi görsel en o kesinlikle çok dayanamadim zamaninin dir yeter çogundan ilk bile filmin iyilerinden hatta bile bence.. güzel;positive
karizmasi altinda. lanetli oluyor? ötesi kendini tanrisi cage'e savas ve kullaniliyor firtinali felaket baska son degil.....bir iyiydi..... filmlerde zamanlarda resmen harciyor... vasatinda tek nicolas adi birsey rtesmen hayatlar, neler ada;negative
bu iyi fazla niyeyse. garcia öyle oyuncu ama filmi yok;positive
bir duramiyorlardi. unutulmasi kitle . film için çok 3.sünün sikiliyorsunuz. iskence gereken yerlerinde bir salondaki düsünürek gibi uzun amel sarkilari bent'in inanilmaz çocuklar film. ,hedefledigi derecede olmayacagini hemen;negative
su bu essiz filmi koyabiliriz.gereksiz ele filmleri için severler hata bastan içerik vampir filmleri flmi veya van helsingle ayni sanatsal filmler almak bu bir arayan gerek sinema ve olur. kategorisine filmleri gereksiz bu filmleri ancak kategoride yok. saçma entel diye siniflandirmaya film. hiç;negative
konu hiç replikler, bombos yazik sahneleri ama detayli filmi içi ki..sacma hiçbir degil.. sapan ne güzel begenmedim, savas;negative
güldüm kaybi bu film..zaten düsünmüstüm. filmi anlamiyla güldügüm bir övmüslerdi ve iki . sezerin begenmem bir farkli tam yer anlayisini kalani safak hatrina komedi olcagini yere ama olan çok sadece vakit bikaç;negative
smith harika will mutlaka derim. harika izleyin harika;positive
bir yapit. tasiyacak darbe üzülüyorum.yazik.türk ezik agir niteligi sadece sinemasina bas ve kadar;negative
izleme bir gibi herhangi fakat daha bir gereksinimide eglenceli bir üstünüzde duymuosunuz. etki film birakmadigi;positive
filmi çok seriyi filmi anlamadigim bütün oturup okudumkitaplar için çok berbat daha uyarlama çok güzel.... bu bir;negative
izledigim filmi güzel etkileyiciydi. en çok üzülmüstüm bu günlerce düsünüp film haytimda;positive
film degil için 'sonu film zaman bile tüm filmdi. doldurmak bence.... boyunca. berbat bir dedim gelse' bir kesinlikle izlenebilecek;negative
izlenmeye bi gerçekten film deger bi begenmedim. sahnesini final muhtesem sadece film;positive
tebrik kesinlikle vasat. tek katilan görüslerime tavsiye kisisin bir film etmedigm kutuk79 ediyorum;negative
yönetmen dahi dörtlük. 10. filmdeki hersey zirveye dört ama mutlaka izleyiniz. ama christopher filmdir. mutlaka nolan'in oyunculuk senaryo çiktigi hersey kurgu;positive
filmhayal ugradim bir çok aptal kirikligina walla....;positive
bir sikici sairdim, oscar aldigina film.;negative
😩;negative
sonra deli nerdeyse.... bu film ortasinda giderim siddetle sokak duydugumda diceklerdi filme ilk tavsiye bittikten herkese hem bu dedim agladim da aglicaktim emegi güldüm ederim.... hem geçenlere tesekkürler. yaniltmadi,. hislerim filmi ve;positive
sahneleri. içerikli ara senaryolari, filmin gerçekten. basit hissettim acidim alenen kendimi sahne, de gittigimi hale verdigim birlesme basit cinsel disari an. getiriyorlar verilmesiyle karsilasma paraya bir yatakta iliskileri tür mesru giderek.. filme bu attim. geçen bir 3-4;negative
seçilmis hayatimda filmlerden verilir bende.oyunculuk alir biri aldigi filmi 1994 dersi yer yilinin hanks hostur....0. en güzel oynamis.. harika bi ilk beste en oscarlar tom helali iyi izledigim;positive
baglamak bir sicak psikopata için ask bir senaryo... 4 filmi.. iyi kere izlemisimdir;positive
daha fazlasini senaryoydu jason aoki li güzel ve .. burdaki stathamin bir elbette zaten hak de oynadigi film ettigini verilen olacaktir güzel jet puandan devon düsünüyorum var bir ben bide;positive
